Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
,Aerolineas Argentinas,Economy Class,,6th November 2013,1,1,0,Australia,,no,The flight from Sydney to Buenos Aires was awful - the food was disgusting the toilets were not cleaned for hours - hence the smell. No entertainment other than outdated TV hanging from ceiling distorted picture and mainly in another language that could not understand. Seat in front of me was broken and was on a constant lean. The staff or should I say lack of it spent more time talking to one another or reading a magazine than attending to the passengers. The flight home was no better - it might of been cheaper but had I known what they were like I would of gladly paid the extra and flew with Qantas. I would not recommend that you fly with this airline I certainly will not.,,2,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,c83f0690-cf71-409f-9c0f-8f54e6a6de89
,Aerolineas Argentinas,Economy Class,,5th November 2013,1,2,0,Australia,1,no,By far the worst airline I have flown. Flew Sydney to Buenos Aires in a plane that looked like it was from the 60's. It was filthy on the outside and inside was even worse. When I opened my blanket on the plane it smelt. The staff were almost non existent during the entire flight. For the price I paid spending a few more dollars to fly with a competent airline with modern planes would be completely worth it.,,2,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,3673b41c-0cc6-41b3-93f7-7319f13299f2
,Aerolineas Argentinas,Economy Class,,4th November 2013,4,4,0,Argentina,10,yes,Tucuman-Buenos Aires-Tucuman. Two good flights the first on a Boeing 737-700 departed on time and arrived 15 mins early. Flight service is efficient and cabin crew very friendly. Totally recommended.,,5,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,41725c23-3885-4e21-93ed-5d41d0552ec3
,Aerolineas Argentinas,Economy Class,,31st October 2013,1,3,0,Australia,5,yes,The saying that you get what you pay for is spot on when it comes to Aerolineas. Great value for money if you don't have high expectations of the airline in the first place. Flight to BA was fine. No delays and food ok. The flight back however took off 2.5 hours late and then stopped in Patagonia with no explanation as to why so all up the journey took over 18 hours instead of 13.,,3,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,d8bcc627-dedd-40f8-843e-63ae8fde9271
,Aerolineas Argentinas,Business Class,,25th October 2013,1,3,0,UnitedStates,4,yes,"Flew return MIA-EZE and was a bit worried after reading the post. Have to say was very surprised on the outbound flight as the crew were very nice and attentive the food was good and the ""new"" business seat OK. The inflight entertainment was the flight map since nothing else worked. The cabin was tatty but clean so all in all ok marks for that. The return on the other hand lived up to everything I have read. This crew would put to shame any US crew when it comes to sitting in the galley doing nothing. Food was terrible and yep got a thimbleful of wine. Glad it was overnight so I got to try and sleep but that was hard given the number of families that the pilot FA's and gate agents brought up to the business cabin. All in all I still think they were an OK airline if you had no other choice.",,3,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,2e473e69-36a4-416a-aa14-a1ba17ef35bf
,Aerolineas Argentinas,Premium Economy,,20th October 2013,1,1,0,Australia,,no,Arrived at the airport at 4.30am supposed to fly to Sydney at 8.30am had a connecting flight to Melbourne from Sydney. Flight was delayed until 9.30am then until 1pm didn't leave Argentina until 2.30pm now stuck in Sydney airport on the floor because Qantas have a cut off time on the weekend and Aerolineas Argentinas managed to get me after the cut off time when I was supposed to be here at 5pm! If there is another airline out from Argentina I would take that instead if this one. Even the flight entertainment is poor. You don't get your own screen so you're stuck watching these old tvs that the worst picture known to man. The only good thing was that I got 2 seats to myself. Probably because everyone knows not to fly with them!,,1,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,3af4de71-68ca-4b08-8d3e-10bd051cc2e2
,Aerolineas Argentinas,Business Class,,2nd October 2013,1,5,0,Australia,8,yes,We flew return to Buenos Aries from Sydney. Condor class was not a lot more expensive than economy given the 16 hour trip. We had plenty of leg room and the food was excellent. The seats and everything seemed to function. Flights were on time and our luggage arrived on the carousel. Check in was speedy. As other reviewers noted the planes are old so I needed a cushion for lumbar support and we took tablets with books and movies downloaded. This worked very well with excellent picture and sound quality. Staff perhaps could have done more to keep others under control eg a couple immediately behind us watched videos on their laptop with no earplugs so we got the full sound while we were trying to sleep. Given the reviews we were pleasantly surprised with the trip.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,e8a6ae54-bde7-4dd4-91a5-7fa5a6f58091
,Aerolineas Argentinas,Economy Class,,2nd October 2013,0,3,0,Australia,8,yes,We recently traveled on 3 domestic flights within Argentina - Buenos Aires - Iguazu - Salta - Buenos Aires. We had no problems with any of the flights. They departed on time and our luggage arrived safely. Check in was super fast. The planes were reasonably modern and staff service OK. Food consisted of a snack box which was adequate for a short haul flight. While the flights were expensive prices were reduced considerably by purchasing discounted tickets before we arrived in Argentina. Given the reviews we were pleasantly surprised with the flights or perhaps we were just lucky. There was certainly nothing wrong with them.,,4,0,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,736fa3fc-01c0-46e1-97fb-b08a65b1f89a
,Aerolineas Argentinas,Economy Class,,22nd September 2013,1,2,0,Australia,3,no,Pretty average flight Sydney-Buenos Aires. No seatback screen food OK. The return flight BA-Sydney was poor. The same movies were showing as 5 weeks previously! The food was awful. The service was ordinary. Nobody appeared to have checked the toilets for about the last 8 hours of the flight - no toilet paper full bins - disgusting.,,4,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,4880c1c1-8fac-4a6a-a7ff-47a463a077b8
,Aerolineas Argentinas,Economy Class,,18th July 2013,3,4,0,Argentina,8,yes,Buenos Aires to Trelew and back. Overall very good service for the value. Smiling and helpful cabin attendants and good snack box provided on such a short flight. No inflight entertainment only magazines (this point should be improved). Fast and efficient baggage delivery. I would certainly recommend this airline.,,4,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,80b29aa0-8c3b-45d8-b4c0-6d3f528581ca
,Aerolineas Argentinas,Economy Class,,15th July 2013,1,4,0,Australia,7,yes,Sydney to Buenos Aires return. Plane out very old and needing internal maintenance. A couple of overhead locker taped up with do not use notices. The TV that I could see did not work. Didn't see the cabin staff smile once. Seats are tired and sagged. Food was good though I had taken bits to eat but the meal we got was good. No in flight services after the meal but drinks and snacks available. On the way back we were at the airport 23 hours before the flight (due to our connection) and requested a row of seats together. Couldn't check us in as check-in opened 3 hours before. When we checked in 3 hours before we were sat in different seats over the plane and told there were no available seats! Managed to get the children sat together and myself and my wife were in separate seats. On return the plane was in a slightly better shape a little newer. The TV was working but lost the red so some interesting colours for the films. Reasonable films and one channel in English. Food was again good. The cabin staff were great. All smiles and they came round every couple of hours with water/juice. Value for money was excellent.,,2,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,75bd36e8-e84e-4b7d-a711-33aa1965a93d
,Aerolineas Argentinas,Economy Class,,10th July 2013,1,2,0,Australia,,no,Flew home from Sao Paulo to Sydney in January 2012. 4-hour delay departing change of aircraft at Buenos Aires resulted in an 8-hour delay. Passengers asked to wait in a lounge then abandoned. No staff for several hours. After 6 hours we got a rapid announcement in Spanish. Passengers were English-speaking Australians! BA to Auckland was unpleasant. TV screens were not working well. The girl in front of me ordered a vegetarian meal as did I. Of course they did not have it. They never have vegetarian meals. The hostess actually argued with the girl and told her that it was her fault that the meal was not ordered. The final insult was a 4-hour delay at Auckland Airport. I will never fly Aerolineas Argentinas again.,,2,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,298b9b38-420b-41e1-8171-228b23e58fe2
,Aerolineas Argentinas,Economy Class,,28th June 2013,3,4,0,Australia,8,yes,Flight between Sydney and Buenos Aires was pretty good. Staff were friendly and spoke English! Once I arrived in Buenos Aires this changed. Next flight was to Sao Paulo but they refer to it as San Pablo. This flight was delayed a couple of hours but the staff were pretty good. Once I arrived at Sao Paulo the service was not as good but still okay. Staff seem tired and run down. Staff at the gate could not decide which gate the airline was at. If your a person of English speaking background and don't know much Spanish or Portuguese it pays to find someone to translate. I flew to Curitiba and the service was excellent and staff were friendly! We arrived on time. On the way back my flight got delayed and was going to be diverted from Buenos Aires due to poor weather. A nice stewardess kept me informed of this. Staff were very professional with the delay too. Overall a great experience.,,3,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,2fa2cb2e-fc6c-4af8-a813-d3d7e29e1580
,Aerolineas Argentinas,Economy Class,,23rd June 2013,1,2,0,UnitedStates,2,no,Miami to Buenos Aires. The cabin service was a disaster staff treated passengers in a disrespectful manner. Is only worth flying with them if you need leg room and have to take extra luggage. Seats are in a bad condition amenities - many of them do not work at all and the selection is very poor.,,3,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,ddc12f23-8735-44e8-9f04-56001b8e1b44
,Aerolineas Argentinas,Business Class,,21st June 2013,1,1,0,Brazil,,no,We bought this ticket to fly from Sao Paulo to Sydney everything went wrong from the beginning. Our flight was delayed 10 hours on the way to Sydney and on the way back they cancelled the flight. After 9 hours we were sent to a hotel near the airport no employee of the Airline anywhere. Bought a new ticket from Lan airlines.,,1,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,984e946f-57cf-43a4-9a55-eb9dcbd27446
,Aerolineas Argentinas,Business Class,,28th May 2013,2,5,0,Australia,9,yes,SYD-EZE-GIG-IGR-EZE-SYD Plus AEP-FTE-AEP. What a great airline for the price. We flew Club Condor class ex SYD. Before buying the ticket I researched the airline so I would know what to expect. It exceeded my expectations. Got the above ticket for AUD 3700.00 The only sectors in economy were AEP-FTE-AEP. Of the 7 flights all left on time except one and that only was delayed 20 mins. Food was great service was great. If you wanted anything they were more than obliging to help. Will definitely fly AR again.,,4,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,410a860f-1156-4f3e-8a42-0112977b2169
,Aerolineas Argentinas,Economy Class,,26th May 2013,1,3,0,Australia,6,yes,Australia to Brazil. I had no problems at all during the flight. No delays service wasn't that bad and staff were friendly. I wasn't able to eat the food served because my agent (nothing to do with AA) forgot to send the request for vegetarian food (must be done when the booking is made) and they didn't have much options for non- meat eaters. There's no entertainment at all. You pay what you get for the price I paid I am satisfied.,,3,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,a58dbc4d-3925-4ec1-8787-713d829c3688
,Aerolineas Argentinas,Economy Class,,4th May 2013,1,1,0,Australia,1,no,My flight was overbooked and I was forced to stay in Brazil for extra 3 days. Staff at Rio airport are very rude. No apology from staff for not having a place for me and my son to return to Sydney. I also lost time at work which I was not paid for. All of this for choosing to travel with Aerolineas Argentinas for many years. I now will travel with any other airline never Aerolineas Argentinas again.,,1,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,aa5dda18-deb0-44d8-a704-95804a432204
,Aerolineas Argentinas,Business Class,,28th April 2013,1,1,0,Australia,,no,We flew Club Condor (business class) from Sydney to Buenos Aires and then on Austral (regional airline) to Rio and back. It is obviously an airline of a country in economic crisis. Aircraft used on the SYD-EZE-SYD route is like stepping back into 1975. Big old recliner seats (not flat) 3 scheduled movies on a continuous loop. No laptop power etc. The service is very basic to other carriers. AA club condor service is similar to what's offered in economy on other carriers. This is an extremely long flight close to 16 hours yet AA still doesn't use their brand new Airbus with lie flat beds I believe this is used to Madrid and back for obvious reasons. The crew on all sectors didn't really want to be there. EZE-SYD is one of the longest flights in the world made even longer by the aircraft and the service. We would choose to go with Qantas/LAN via Santiago in future trips to South America.,,1,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,88646296-8d16-4935-b54a-7b58993bf697
,Aerolineas Argentinas,Business Class,,28th April 2013,0,2,0,UnitedKingdom,2,no,Sydney - Buenos Aries 19th March 2013. Quite the worst business class flight we have experienced. Only good things to say about it is it arrived safely on time after a 13 hr.,,1,0,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,b9b8467c-f306-40dd-8b74-f96203cbd7fb
,Aerolineas Argentinas,Business Class,,21st April 2013,2,4,0,Australia,7,yes,Sydney to Buenos Aires and return in April 2013 in business class. Yes it's an old aircraft and the seats are only the old lounge chair type. Also the entertainment is limited. But they are replacing the A340-200 with a 300 series later this year so that should solve these problems. The business class check in was performed meticulously and lounge access given at both airports. Priority boarding was strictly enforced. The on board service was friendly and very personal. My coat snatched away and hung up as soon as I arrived at my seat. The catering was adequate and appropriate for such a long flight. Main courses were presented and served from a trolley in the cabin. They did offer fast track on departure but not on arrival. Still the airport in Sydney was so quiet it was unnecessary. One small criticism is that the Sydney arrival cards were in Spanish. Not easy for us Aussies. The price paid for the ticket represented unbelievable value. I'd fly the again without hesitation.,,2,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,555ab43d-39d9-435d-9c0d-64082e06d687
,Aerolineas Argentinas,Economy Class,,18th April 2013,2,2,0,Australia,2,no,SYD-EZE no online check in a real mess at the check in even though Qantas were doing it. Food out on the night flight was okay but could only have 1 half glass of wine. Trip back again no online check in be at the airport 3 hrs before but had to stand around for 50 mins before any processing began. Was told 3 weeks before the flight it would be delayed 20 mins - got to the Airport it was shown to be 1 hr delay but eventually the 8.30am flight departed at 11am. Food was dreadful but this time could get more than 1 glass of wine. There was no explanation as to why the flight was delayed. Experienced similar on Austral (a subsidiary) had to be there 2hrs before and it still departed late. Iguazu-Salta cheese sandwich offered which was thicker - the bread or cheese? No online check in but their adds tell a different story.,,3,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,cec3e6a1-b02f-4a9d-9fc4-cbe27f1f327c
,Aerolineas Argentinas,Economy Class,,3rd April 2013,1,1,0,Australia,1,no,My husband and I recently travelled on Aerolineas Argentinas from Buenos Aires. There was no facility for web check-in or to have our seats pre-allocated prior to check-in. We arrived more than 2 hours prior to the flight to be told that the only way we could sit together was to take 2 middle seats in the centre row of the plane. The A340 has a 2-4-2 configuration. In such a configuration 50% of the seats are aisle seats. However it appeared that almost all had been pre-allocated prior to the ordinary check-in opening. In the end we were offered an aisle and a middle seat in the very back row. It is time that Aerolineas recognized that families are entitled to expect to sit together on long haul flights without having to take the worst seats on the plane. Other airlines manage to do this why cant Aerolineas?,,2,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,03985dd5-cd2c-4f69-8066-5259e34e65bf
,Aerolineas Argentinas,Economy Class,,19th March 2013,1,1,0,Australia,3,no,SYD-EZE-SYD. Only use AR to get from SYD to EZE if you can't avoid it! The seats are rock hard but with better leg room than many. No on-line check-in or seat selection. No early bag drops on transfers meaning I had to wait for 3 hours at EZE before passing through immigration. (At 2am.) No in-seat entertainment and the two in-cabin screens-and sound - only worked part of the time. The same low res movies shown in both directions. The food coming back from EZE was the worst I have ever had on an airline with a tiny dried-up croissant tiny hard roll and insipid yoghurt offered as breakfast and pasta with a teaspoon of tasteless tomato sauce for lunch. I could not even get any pepper when I asked. Red wine was good though. Food out of SYD was much better. Excellent new terminal C at Ezeiza and 57 nice new aircraft in Argentina - pity these advancements don't extend to the Australian part of the operation. Contrary to a lot of the other reviews I found the staff to be friendly and helpful.,,2,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,6bfdf6e7-9067-4f5a-8247-69f8f0e4d9bc
,Aerolineas Argentinas,Economy Class,,10th January 2013,1,2,0,Australia,3,no,Sydney-Buenos Aires. We arrived safely which is about the only good thing I can say about this flight. The first time a crew member smiled was saying goodbye as we left the plane. No IFE to speak of no drinks (water) offered after dinner no snacks lights turned off and staff disappeared. Breakfast was cake and very cold solid bread roll. Very poor. Not looking forward to return flight home.,,3,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,7fab8e5e-a4a5-4619-bd6c-4a27512bbd64
,Aerolineas Argentinas,Business Class,,22nd December 2012,0,1,0,Argentina,5,yes,I'm a frequent business class customer although on domestic flights this 'business class' turns into 'club economy'. It is hard to understand that the most expensive seats carry the name 'economy' attached to them. The catering service is very poor excluding alcoholic drinks and real food which is replaced by sandwiches served in a a very 'low cost' style box.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,6174af94-9b34-4b00-b0cc-0d8b41b57800
,Aerolineas Argentinas,Economy Class,,19th November 2012,3,4,0,Australia,7,yes,Sydney to Buenos Aires. Was travelling on the great unknown with this airline so I kept my expectation's low. Plane full with lots of legroom for 18 year old plane. Food was ok with snacks and drinks which you had to get yourself. Great views of the Antarctica if only the staff would let us see most of the flight the shades were kept down. Bring your own entertainment but they did show a couple of movies. For $1200 round-trip plus 2 internal flights I really can't complain.,,4,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,3d6a53ae-b637-450c-a54a-877ab4bb65a6
,Aerolineas Argentinas,Economy Class,,29th October 2012,5,5,0,UnitedStates,9,yes,After a six month assignment in Argentina flying almost only Aerolineas Argentinas and Austral I was pleasantly surprised with the experience. Almost 30 domestic flights and no cancellations only one significant delay (3 hours) due to airport strike. Service good to excellent free snack (5-8 dollar value to US domestic standards) beverages offered once or twice (even on flights under an hour) Flight attendants friendly and efficient. I am impressed it is now better than any domestic option in the US.,,5,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,9cf2ef5d-768c-404f-ab49-fdaae4526478
,Aerolineas Argentinas,Economy Class,,25th October 2012,1,1,0,Australia,2,no,Sydney to Buenos Aires then to Santiago and return. Flying to and from Sydney the seats were very hard and uncomfortable. The plane seemed very old. Inflight entertainment poor quality TV and screen. Food was just bearable. The only flight that left on time was the one out of Sydney. First and last time flying with AA. Delay in BA to Santiago due to not wanting to fuel the plane in the rain. Delay from Santiago to BA no idea why. A supposed delay of 22 mins which turned into just over an hour from BA to Sydney which caused me to miss my connecting flight. So overall not happy with the experience. Also trying to check in at Santiago to fly to BA took the check-in lady well over half an hour. Real disappointment for a holiday I had waited 1 year for.,,1,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,09ed3c52-cb2b-423c-96c7-fbb60bf959b9
,Aerolineas Argentinas,Business Class,,8th October 2012,2,3,0,Australia,8,yes,Sydney to Buenos Aires return. The aircraft used for this route are old but seats are as comfortable as other airline's with more legroom than most. The meals were adequate if not great with ample self serve snacks. Drinks available throughout the flight and the service was polite and friendly. Taking my own entertainment (on a tablet) was no problem considering the savings being made on the price of the tickets compared to the prices charged by the competition. I also caught several Aerolineas regional flights in South America on new aircraft as it is are in the process of adding new aircraft to its fleet.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,e66a245b-1ec1-41d1-b06b-a0dcd8cd3a8f
,Aerolineas Argentinas,Business Class,,8th October 2012,1,4,0,Australia,8,yes,We flew on direct flights Sydney to BA return in September 2012 - the attraction of a lower business class fare than competitors and a direct flight swayed us into trying the airline. The outward flight left early from Sydney and arrived early in BA. The return flight left 30 minutes late but picked up the time on the way home. On both sectors the service was prompt and efficient. Food and wine was good but not presented as top tier carriers would present. The entertainment system was archaic limited and not on demand. This is well documented by other reviewers. We took kindles and an ipad and once we watched one movie we were quite happy to read and play. Views of the Antarctic ice sheet also kept us amused on the way home. Seats are old style business but we did sleep nearly 9 hours on the night flight on the way over. If this one experience is the norm for this sector I would recommend the business class offering given the price advantages - you can overcome the most significant weakness (IFE) by buying movies for your ipad and you can buy plenty for the saving in air fares.,,3,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,acef94ec-f687-47d6-bee2-b6d9c96545b5
,Aerolineas Argentinas,Economy Class,,16th September 2012,0,1,0,Australia,2,no,A340-200 SYD-EZE. I felt like I have stepped back in time when flying with this airline. They need to update the seating in the older aircraft. Very little attention is paid to safety carry on bags were left unsecured on seats during take-off. Seats were broken and reclined without pushing the recline button. Despite the seats being broken passengers were permitted to use them. There was no personal entertainment and it is strictly bring your own. Before and soon after take-off the cabin became very cold. Approx 1 hour into the flight the seat belt sign was turned off for the first time shortly after staff delivered the food. There was no choice of meal (chicken or red meat) let alone a vegetarian selection. After dinner the food trays were collected and the lights turned off and all passengers were expected to sleep. The staff must have also turned up the temperature as the aircraft cabin became very hot and stuffy. The flight was 14 hours and passengers were expected to sleep 10 of those hours. Approx 2 hours before landing the lights were turned back on we were fed again and the cabin became very cold. Trays removed just in time to land in Buenos Aires. Staff were seen at the rear of the craft playing on laptops and not offering any drink runs to passengers.,,3,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,438fa14e-663d-46ae-8692-cd45367a843f
,Aerolineas Argentinas,Economy Class,,6th September 2012,1,3,0,Australia,4,no,FCO (Rome) - EZE. The lack of IFE was an obvious flaw but my tablet computer lasted the whole journey so it was ok. The food wasn't great but the white wine was superb. Staff were very nice and even though I was Australian flying from Italy they all spoke perfect English. Flying Aerolineas was very much what it was like to fly domestic in Australia in the nineties - not great but bearable.,,3,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,12752993-0d65-4b59-864e-cbe3e0ae068f
,Aerolineas Argentinas,Economy Class,,4th September 2012,0,3,0,Australia,7,yes,I recently flew with AR on the new direct SYD-EZE service. I must say after reading the previous reviews here that I was pleasantly surprised. Flights were on time cabin crew were friendly (more so on the return leg) seat pitch in economy was actually very good cabin was clean and tidy. Yes there are no back of seat entertainment screens but for the price you cannot expect 5 star services. If being entertained is an issue bring your ipad or a good book! Food was OK. On the return flight after dinner service sandwiches were self- served from the rear of the cabin and it would be beneficial here to at least offer a selection (for us veggies rather than the ubiquitous ham and cheese). Overall the flight was as good as any for the price – in fact the worst part was actually going through customs at EZE  which took well over an hour. I thought I had landed at LAX! Overall I would recommend this airline if you are after a well-priced airfare – just don't expect 5 star amenities services for a 3 star price.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,a2f2b30b-a5c7-458e-9e44-e9e5f453b33a
,Aerolineas Argentinas,Economy Class,,28th August 2012,1,4,0,Australia,4,no,I flew from Lima to Sydney via Buenos Aires. My flight in Buenos Aires was delayed 1.5 hours but Aerolineas did not communicate with us at all! They announced a couple of times in Spanish thank you for your patience but that was it. Finally when we boarded it took another hour to take off! The people on my flight were complaining of the terrible service they had already experienced with Aerolineas. When I arrived in Sydney I had missed my connecting flight and so had half of the passengers I was with. We all had to pay for new tickets to our next destination which cost me $170 to Melbourne! Their entertainment was poor they played the same movie over and over and when passengers asked for help staff ignored them! Pretty bad service is an understatement.,,3,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,aaff9af2-5bf3-4b10-b71c-c37372546730
,Aerolineas Argentinas,Economy Class,,28th August 2012,2,3,0,Australia,8,yes,SYD-EZE-SYD. Plane is an older A340-200 - without personal IFE - just a main screen. Economy class seats were generously sized and I was offered an emergency exit seat from SYD-EZE. EZE-SYD was a standard economy class seat. Plane departed on time from SYD-EZE and again EZE-SYD. Staff friendly and always walking around. Food was edible but there wasn't much of it. A small self-serve bar in the galley provided water and snacks during the flight. Both flights the plane landed on time and overall was a pleasant experience. Despite being limited in features I got from SYD to EZE and back cheaply comfortably and if you bring your iPad/iPod you'll be entertained. If there was no price difference between AR and LAN/Qantas etc. consider going on the latter. But AR isn't a bad airline provided you've got some personal entertainment on the long 13-15 hour flights. One final point - the AR website is incredibly hard to navigate and use. Calls to their SYD call centre go without answer.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,8a1000d9-b70c-4d58-a5f8-020c8ac5df4a
,Aerolineas Argentinas,Economy Class,,28th August 2012,2,3,0,Australia,8,yes,Well after hearing a lots of negetive comments about Aerlineas airlines I was a bit apprehensive but the fare was almost half from MEL-RIO. I found the service better and aircraft was old but with more legroom. The crew was also good and trying to help passengers as it was a long flight of 16 hrs. Food was OK and they should improve their entertainment service. Overall we enjoyed and would definitely go again.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,6e50286e-0617-49b1-900a-0d643ad7c614
,Aerolineas Argentinas,Economy Class,,20th August 2012,0,1,0,Australia,1,no,They delayed my flight by 3 days and were incredibly rude and unapologetic. I was supposed to fly from Sydney to Buenos Aires via Auckland and Santiago. I turned up at the check in counter in Sydney and was told the flight would be delayed because the plane hadn't arrived yet from Auckland but it would only be a couple of hours. When I returned they said the plane would not be arriving after all and that we would not leave Sydney for another two days. Staff were rude and unhelpful and once we were taken to the accommodation we didn't hear from them again except for a piece of paper under the hotel door telling us to be ready at 5am. After two days we went back to airport there was no staff member there and we had to go from counter to counter trying to find out which flight we were on. After finally checking in and going through immigration we were at the boarding gate when we were told that we would not be flying out after all as there was no plane to meet us in Auckland. No staff representative. I ended up changing to LAN Chile who were excellent.,,0,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,6cb672b3-fa02-4202-8a6c-ff5f4fa9e9b2
,Aerolineas Argentinas,Economy Class,,26th July 2012,1,3,0,Australia,6,yes,Return flight (Sydney-Buenos Aires). The fare was really competitive. Flight left on time from Sydney to Buenos Aires. Food was below average (Fish and rice for dinner and very small sandwiches for breakfast and middle snack). On board entertainment is the worst entertainment I have witnessed. Flight attendants were nice. On my way back flight delayed 30 minutes. Food was good (Chicken and rice for lunch. Croissant tea and fruits for breakfast and small chicken sandwich for middle snack). On board entertainment was better than the first flight. Pros: Excellent price - On time flights - Friendly staff. Cons: No personal entertainment nor good screens - Bad food on first flight - Staff didn't allow me to use my iphone in flight mode - not very tidy (though not dirty).,,3,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,0d51b434-364c-4d68-b21c-2d076d1de482
,Aerolineas Argentinas,Economy Class,,25th July 2012,1,4,0,Australia,7,yes,SYD-EZE on July 21. While the aircraft was old and it lacks personal inflight entertainment it was well maintained. Good legroom. Crew were friendly and efficient. Left on time and arrived one hour early. All and all a good experience and extremely good value for money. I'm looking forward to my return in a few days.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,2c0e3903-2d2d-44d2-9749-1f6bec5cf7b6
,Aerolineas Argentinas,Economy Class,,15th July 2012,1,2,0,NewZealand,4,no,Flew AKL-EZE/AEP-GIG-AEP/EZE-AKL. Both long-haul legs were close to being on time but the baggage wait in BA was around 40 min (thus missed the transfer bus to the other airport in BA and had to get a cab). Upon arrival at AEP I was checked-in for the flight to Rio as normal. But 20 min after the schedule boarding time everyone was informed that AR decided to switch the departing airport back to EZE (and this is already at 10pm). So had to re-clear the custom collect our baggage wait for 30 min for the bus take the 1 hour bus ride to the other side of the town re-check in and re-clear the custom at EZE (which took 1 hour). Finally landed in Rio at 3.30am 4 hours late. No compensation was offered whatsoever. The return flights were relatively stress-free. Overall the cabin service was above average but planes are antiquated with no personal entertainment but a leaky roof. Breakfast on the 13 hour long-haul consisted of two pieces of cold bread and a banana. Much cheaper than LAN but definitely not worth the money paid.,,3,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,8796d86c-96e0-4a66-a55f-51903286d6ff
,Aerolineas Argentinas,Economy Class,,15th July 2012,0,1,0,Norway,1,no,Was booked on the flight on the 13th of July from EZE-SYD (which does not go via AKL anymore). I checked- in and everything was confirmed with my seat etc. I was at the airport at 6am for the 8.30am flight. After 1 hour in line I was only half way down the queue. A little bit later other passengers bound for SYD were denied access. The following reason was given: the weather pattern on the route to SYD. Therefore they had to get rid of weight to have a lighter aircraft to make it the entire way. Later we learnt that they had given freight/cargo priority and consequently 80 of us were stranded with the next flight due 3 days later which only had 40 free spots. The employees only spoke Spanish which was hard for people who didn't know the language. Lots of ideas were thrown around but evidently the flight left without us. I had checked the flight the days/weeks before I was due to fly it and noticed that the flight always left EZE delayed by 1-2 hours which could be for similar reasons. Maybe they should go back to flying via AKL to be able to accept all the paid passengers. Their compensation was not good either and I (and several others) decided we wanted a full refund.,,0,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,0,0,241e5fd2-2ec2-41b5-8915-b362f8bb502c
